,name,nick_name,fight_record,height,weight,reach,stance,DOB
1855,Katsuhisa Fujii,Shamoji,9-18-1,"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972"
1856,Hans Nijman,,9-6-0,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959"
1857,Johnny Rhodes,,2-1-0,"6' 0""",210 lbs.,--,Orthodox,--
1858,Fabricio Werdum,Vai Cavalo,23-8-1,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977"
1859,Won Jin Eoh,,5-5-1,"5' 7""",160 lbs.,--,Orthodox,--
1860,Canaan Kawaihae,,4-1-0 (1 NC),"6' 0""",145 lbs.,--,Southpaw,"Aug 26, 1997"
1861,Matt Hamill,The Hammer,12-5-0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976"
1862,Henry Martinez,Sicario,9-3-0,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983"
1863,Azamat Murzakanov,The Professional,7-0-0,"5' 11""",205 lbs.,--,,--
1864,Melchor Manibusan,Barracuda,2-4-0,"5' 5""",154 lbs.,--,Southpaw,"Dec 27, 1976"
1865,Diego Rivas,Pitbull,7-2-0,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991"
1866,Alan Hiro,Yamaniha,11-4-4,"5' 5""",135 lbs.,--,Orthodox,"Apr 04, 1986"
1867,Will Brooks,Ill,18-4-0,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986"
1868,Brian McLaughlin,,6-2-0,"5' 9""",155 lbs.,--,,"May 12, 1984"
1869,Tim Kennedy,,18-6-0,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979"
1870,Kevin Casey,King,9-5-1 (2 NC),"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981"
1871,Andrew Montanez,,9-12-1,--,185 lbs.,--,,--
1872,Nick Denis,The Ninja of Love,11-3-0,"5' 7""",135 lbs.,--,Orthodox,"Oct 11, 1983"
1873,Tebaris Gordon,Boom,3-1-0,"6' 1""",265 lbs.,"78""",Orthodox,"Jul 19, 1988"
1874,Joe Martin,,6-8-0,"5' 9""",170 lbs.,--,,--
1875,Jason Miller,Mayhem,34-10-0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980"
1876,Ryan Thomas,The Tank Engine,12-7-0,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984"
1877,Santiago Ponzinibbio,Gente Boa,28-3-0,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986"
1878,Julija Stoliarenko,,4-4-1,"5' 7""",145 lbs.,"66""",,"Apr 08, 1993"
1879,Zhang Lipeng,The Warrior,9-9-1,"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990"
1880,Tomohiko Hashimoto,,1-4-0,"6' 0""",250 lbs.,--,Orthodox,--
1881,Jorge Patino,Macaco,25-13-1 (1 NC),"5' 8""",170 lbs.,--,Orthodox,"Aug 05, 1973"
1882,Valentina Shevchenko,Bullet,16-3-0,"5' 5""",125 lbs.,"67""",Southpaw,"Mar 07, 1988"
1883,Jorge Ortiz,The Naked Man,16-9-1 (1 NC),"6' 0""",185 lbs.,--,Orthodox,--
1884,Yoel Romero,Soldier of God,13-3-0,"6' 0""",185 lbs.,"73""",Southpaw,"Apr 30, 1977"
1885,Maria Oliveira,Spider-Girl,10-4-0,"5' 5""",115 lbs.,--,Orthodox,"Dec 12, 1996"
1886,Masakazu Imanari,,24-9-2,"5' 4""",139 lbs.,--,Southpaw,"Feb 10, 1976"
1887,Ivan Menjivar,The Pride of El Salvador,25-12-0,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
1888,Matt Skelton,,0-1-0,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967"
1889,Chris Indich,The Savage,5-3-0,"5' 10""",170 lbs.,"73""",,"Apr 22, 1987"
1890,Onassis Parungao,,2-1-0,"5' 11""",200 lbs.,--,,--
1891,Dave Jansen,,15-3-0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979"
1892,Abu Azaitar,Gladiator,14-1-1 (1 NC),"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986"
1893,Will Santiago,The Brown Bomber,9-4-0,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983"
1894,Felipe Silva,,8-2-0,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
1895,Carlos Candelario,The Cannon,6-0-0,"5' 8""",125 lbs.,"67""",Southpaw,"Jun 04, 1991"
1896,Denis Sobolev,,4-7-0,"6' 3""",216 lbs.,--,Orthodox,--
1897,Johnny Bedford,Brutal,19-13-1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983"
1898,Ashlee Evans-Smith,Rebel Girl,6-4-0,"5' 8""",125 lbs.,"67""",Orthodox,"Jul 09, 1987"
1899,Nissen Osterneck,,9-3-0,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981"
1900,Joseph Sandoval,,6-2-0,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986"
1901,Jose Santibanez,,10-3-0,--,155 lbs.,--,,"Jan 18, 1980"
1902,Jeff Bedard,Little Popeye,13-3-0,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970"
1903,Caol Uno,Uno Shoten,26-15-5,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975"
1904,Kyle Jensen,,40-11-2,"5' 9""",170 lbs.,--,Orthodox,"Jul 20, 1979"
1905,Jamie Varner,,21-11-1 (2 NC),"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984"
1906,Don Madge,Magic Man,8-3-1,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990"
1907,Paulo Thiago,,15-8-0,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981"
1908,Edson Berto,Little Tiger,16-9-1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983"
1909,Will Chope,The Kill,19-6-0,"6' 4""",145 lbs.,"76""",Switch,"Sep 08, 1990"
1910,Jamie Houston,,3-0-0,--,185 lbs.,--,,--
1911,Roxanne Modafferi,The Happy Warrior,22-16-0,"5' 7""",125 lbs.,"69""",,"Sep 24, 1982"
1912,Bob Gilstrap,,5-6-0,"6' 3""",200 lbs.,--,Orthodox,--
1913,Aji Susilo,,6-4-0,"5' 10""",155 lbs.,--,,--
1914,Darryl Cobb,,5-4-0,"5' 9""",185 lbs.,--,,"Aug 04, 1980"
1915,Jason Godsey,,16-16-0,"6' 2""",230 lbs.,--,Orthodox,--
1916,Kevin Rosier,,2-6-0,"6' 4""",275 lbs.,--,Orthodox,--
1917,Damien Trites,The Omen,7-6-0,"5' 11""",165 lbs.,--,,"Aug 23, 1979"
1918,Jeremiah Constant,,10-7-0 (1 NC),"6' 1""",240 lbs.,--,Orthodox,"Jul 19, 1974"
1919,Lauren Murphy,Lucky,10-4-0,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983"
1920,Lance Gibson,Fearless,4-5-0,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970"
1921,Melton Bowen,The Punisher,0-1-0,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969"
1922,Tom Duquesnoy,FireKid,16-2-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993"
1923,Toby Misech,2 Quick,10-5-0,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988"
1924,Alexandre Ferreira,Cacareco,18-6-0,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979"
1925,Rolles Gracie,,5-1-0,"6' 4""",242 lbs.,--,Orthodox,"Jul 14, 1978"
1926,Jason MacDonald,The Athlete,26-16-0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975"
1927,Hideo Tokoro,,30-25-1,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977"
1928,John Paul Elias,,3-1-0,"6' 4""",205 lbs.,--,,--
1929,Brad Blackburn,Bad Brad,18-13-1 (1 NC),"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977"
1930,Yuki Ishikawa,,0-2-0,"5' 11""",205 lbs.,--,Orthodox,--
1931,Marcus Silveira,Conan,6-4-0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--
1932,Kazushi Sakuraba,The Gracie Hunter,26-16-1 (2 NC),"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969"
1933,Yosdenis Cedeno,Pink Panther,10-5-1,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985"
1934,Richardson Moreira,Rick Monstro,7-4-0,"6' 2""",185 lbs.,"72""",Orthodox,"Mar 31, 1984"
1935,Dave Herman,,21-6-0,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984"
1936,Jeremie Holloway,Hit Em,8-3-0,"6' 0""",170 lbs.,--,,"Sep 29, 1984"
1937,Masaaki Satake,,1-8-1,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965"
1938,Luke Jumeau,The Jedi,13-4-0,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988"
1939,Anistavio Medeiros,Gasparzinho,15-8-0,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988"
1940,Eric Spicely,Zebrinha,10-5-0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986"
1941,Philip Perez,,7-5-1 (2 NC),"5' 5""",155 lbs.,--,Southpaw,--
1942,Geane Herrera,The Revolutionary,9-3-0,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990"
1943,Mikhail Iloukhine,,30-11-1,"5' 9""",205 lbs.,--,Orthodox,"Nov 21, 1966"
1944,Joe Slick,,16-5-3,"6' 0""",199 lbs.,--,Orthodox,"Oct 17, 1977"
1945,Dave Courchaine,,5-5-0,"5' 8""",170 lbs.,--,,--
1946,Albert Tumenov,Einstein,17-4-0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991"
1947,Steven Graham,,2-1-0,"6' 1""",290 lbs.,--,Orthodox,--
1948,John Matua,,1-4-0,"6' 2""",400 lbs.,--,Orthodox,--
1949,Bobby Cooper,Super Duper,12-7-0,"6' 1""",155 lbs.,--,,--
1950,Dmitrii Smoliakov,The Lifeguard,8-2-0,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
1951,Jon Koppenhaver,War Machine,11-4-0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981"
1952,Romie Aram,,7-1-0,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977"
1953,Joe Lauzon,J-Lau,27-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984"
1954,Magomed Mustafaev,,13-2-0,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988"
1955,Emily Whitmire,Spitfire,4-2-0,"5' 5""",115 lbs.,"63""",,"May 24, 1991"
1956,Mike Whitehead,,27-7-0,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981"
1957,Drew Fickett,The Master,41-16-0,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
1958,Thomas Denny,The Wildman,27-19-1,"5' 10""",170 lbs.,--,Orthodox,"Apr 19, 1971"
1959,Gabriel Benitez,Moggly,21-7-0,"5' 8""",145 lbs.,"71""",Southpaw,"Jun 15, 1988"
1960,Dae Won Kim,,11-6-0,"5' 11""",180 lbs.,--,Orthodox,--
1961,Gilbert Melendez,El Nino,22-7-0,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
1962,Bubba Pugh,,3-3-0,"5' 10""",185 lbs.,--,,--
1963,Stephen Thompson,Wonderboy,14-3-1,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983"
1964,Dustin Hazelett,McLovin,12-7-0,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986"
1965,Daron Cruickshank,Detroit Superstar,16-8-0 (1 NC),"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985"
1966,Juan Miranda,,7-4-0,--,155 lbs.,--,,--
1967,Yazan Hajeh,Yazzle Dazzle,6-1-0,"5' 9""",145 lbs.,"73""",Orthodox,"Sep 04, 1992"
1968,Johnny Walker,,16-3-0,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992"
1969,Boston Salmon,Boom Boom,5-1-0,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990"
1970,Michael Page,Venom,12-0-0,"6' 2""",170 lbs.,--,,"Apr 07, 1987"
1971,George Allen,,13-19-2,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967"
1972,Frank Shamrock,,22-11-2,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972"
1973,Noe Hernandez,,5-5-0,--,--,--,Orthodox,--
1974,Abel Cullum,The Silent Assassin,18-6-0,"5' 7""",139 lbs.,--,Orthodox,"Apr 21, 1987"
1975,Marvin Vettori,The Italian Dream,12-4-1,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
1976,Reginaldo Vieira,,14-5-0,"5' 7""",135 lbs.,"65""",,"Nov 26, 1982"
1977,Roland Delorme,,9-4-0 (1 NC),"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983"
1978,Keith Rockel,Rock,12-4-1,"6' 0""",185 lbs.,--,Orthodox,--
1979,David Levicki,,1-3-0,"6' 5""",275 lbs.,--,,--
1980,Taila Santos,,15-1-0,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 22, 1993"
1981,Tina Lahdemaki,Jelly Bean,5-1-0,"5' 2""",115 lbs.,"62""",Orthodox,"May 28, 1988"
1982,Ken Shamrock,The World's Most Dangerous Man,28-16-2,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964"
1983,Paul Daley,Semtex,31-11-2,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983"
1984,Kevin Randleman,The Monster,17-16-0,"5' 10""",205 lbs.,--,Orthodox,"Aug 10, 1971"
1985,Joe Neal,Nine Lives,6-2-0,"5' 6""",135 lbs.,--,,"Jul 29, 1986"
1986,Jeremy Horn,Gumby,88-21-5 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975"
1987,Anthony Pettis,Showtime,21-8-0,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987"
1988,Cody Donovan,Donnybrook,8-5-0,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981"
1989,Assuerio Silva,,15-8-0 (1 NC),"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974"
1990,Ion Cutelaba,The Hulk,14-3-0 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993"
1991,An Ying Wang,Smiley,2-2-0,"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991"
1992,Deividas Taurosevicius,,13-5-0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
1993,Clint Godfrey,,12-3-0,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982"
1994,Hu Yaozong,Totoro,3-2-0,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995"
1995,Yoshiki Takahashi,Kazuo,29-25-3 (1 NC),"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969"
1996,Alfonso Alcarez,,1-3-1,"5' 3""",145 lbs.,--,,"Jun 10, 1970"
1997,Sam Hoger,The Alaskan Assassin,10-4-0,"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980"
1998,Hayder Hassan,Hulk,6-3-0,"5' 10""",170 lbs.,"70""",,"Oct 20, 1982"
1999,James Terry,Intensity,16-8-0,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981"
2000,Germaine de Randamie,The Iron Lady,8-3-0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984"
2001,Matt Grice,The Real One,15-5-0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
2002,John Marsh,,8-7-0,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970"
2003,Elisha Helsper,Knuckles,0-2-0,"5' 6""",135 lbs.,--,Orthodox,"Feb 06, 1983"
2004,Patrick Walsh,The Beast of the East,5-3-0,"5' 11""",185 lbs.,"71""",,"Nov 28, 1988"
2005,Karl Amoussou,The Psycho,12-4-2,"5' 11""",185 lbs.,--,Orthodox,"Nov 21, 1985"
2006,Michael Trizano,The Lone Wolf,9-0-0,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 31, 1991"
2007,Jason Day,Dooms,19-12-0,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981"
2008,Gasan Umalatov,Cobra,15-5-1,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
2009,Uriah Hall,Prime Time,15-9-0,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984"
2010,Antonio Arroyo,,8-2-0,"6' 2""",185 lbs.,--,Orthodox,"Jul 01, 1989"
2011,Francisco Trevino,Sitkayan,12-2-0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
2012,Matt Arroyo,No Regard,3-3-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
2013,Brandon Shuey,Big Dawg,7-6-0,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976"
2014,Ron Stallings,The Choir Boy,13-8-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983"
2015,Josh Bryant,The Beast,12-1-0,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980"
2016,Wagner Campos,Galeto,11-4-0,"5' 6""",145 lbs.,--,Southpaw,"Jul 31, 1981"
2017,Hayato Sakurai,Mach,36-12-2,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975"
2018,Chris Beal,Real Deal,10-3-0,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985"
2019,Ray Seraille,,8-9-0,"6' 3""",246 lbs.,--,,--
2020,Ronda Rousey,Rowdy,12-2-0,"5' 7""",135 lbs.,"68""",Orthodox,"Feb 01, 1987"
2021,Jessamyn Duke,The Gun,3-3-0 (1 NC),"5' 11""",135 lbs.,"73""",,"Jun 24, 1986"
2022,Cheick Kongo,,29-9-2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975"
2023,Tae Hyun Lee,,1-2-0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975"
2024,Matt Foki,Twin Tiger,5-4-0 (1 NC),"5' 7""",220 lbs.,--,Orthodox,--
2025,Dong Hyun Ma,Maestro,15-9-3,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988"
2026,Steven Ciaccio,Stryker,4-4-0,"6' 0""",170 lbs.,--,,--
2027,Gennaro Strangis,,0-1-0,--,--,--,,--
2028,Justin Wilcox,Silverback,11-6-0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 12, 1979"
2029,AJ McKee,Mercenary,8-0-0,"5' 10""",145 lbs.,--,,--
2030,Daniel Schmitt,,1-3-0,--,185 lbs.,--,,--
2031,Mike Minniger,,0-0-0,--,--,--,,--
2032,Rainy Martinez,,0-2-0,"6' 0""",199 lbs.,--,Orthodox,--
2033,Bryan Travers,,14-3-0,--,155 lbs.,--,,"Apr 11, 1983"
2034,Mike Wessel,Juggernaut,10-4-0,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977"
2035,Marc-Andre Barriault,Power Bar,11-1-0,"6' 1""",185 lbs.,--,,"Feb 18, 1990"
2036,Gerry Harris,,1-4-0,"6' 8""",270 lbs.,--,Orthodox,--
2037,Zane Frazier,Nasty,4-11-0,"6' 5""",250 lbs.,--,Orthodox,--
2038,Koichiro Matsumoto,,15-3-1,"5' 7""",145 lbs.,--,,"Mar 07, 1986"
2039,Joey Villasenor,Smokin' Joe,28-9-0,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975"
2040,Nick Agallar,,24-6-0,"5' 8""",155 lbs.,--,Orthodox,"Jan 13, 1979"
2041,Neil Magny,,21-8-0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987"
2042,Anderson Dos Santos,Berinja,20-7-0,"5' 7""",145 lbs.,"67""",Orthodox,"Jul 24, 1985"
2043,Andrew Ramm,The,4-4-0,"6' 1""",160 lbs.,--,,--
2044,Ben Holscher,The Teacher,4-0-0,"5' 11""",155 lbs.,--,,--
2045,Milco Voorn,,20-10-1,--,220 lbs.,--,Orthodox,--
2046,Brandon Thatch,Rukus,11-5-0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985"
2047,Justin Smitley,,10-7-1,--,145 lbs.,--,,--
2048,Takayo Hashi,,13-4-1,"5' 4""",135 lbs.,--,Orthodox,"Oct 02, 1977"
2049,Pete Spratt,The Secret Weapon,23-21-0,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971"
2050,Kenji Arai,,15-15-5,"5' 10""",145 lbs.,--,Southpaw,"Oct 05, 1979"
2051,Colton Smith,,6-4-0,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987"
2052,Pat Curran,Paddy Mike,22-7-0,"5' 9""",145 lbs.,--,,"Aug 31, 1987"
2053,Sam Fulton,,0-2-0,--,--,--,,--
2054,Frankie Saenz,,13-5-0,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
2055,Marc Stevens,,14-6-0,"5' 9""",155 lbs.,--,,--
2056,Richard Crunkilton,Cleat,19-3-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979"
2057,Justin Hawes,The Hawk,7-8-0,"5' 11""",205 lbs.,--,,"Jan 13, 1979"
2058,Kim Couture,Sugar Free,3-6-0,"5' 8""",135 lbs.,--,Orthodox,"Dec 18, 1975"
2059,Clay Collard,Cassius,14-7-0 (1 NC),"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993"
2060,Rafael Dos Anjos,,28-11-0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984"
2061,Brian Houston,B-Hue,4-2-0,"6' 2""",185 lbs.,"78""",Orthodox,"Apr 26, 1981"
2062,Nicdali Rivera-Calanoc,The Night Queen,9-10-0,"5' 3""",105 lbs.,--,,"Jun 12, 1985"
2063,Izabela Badurek,,5-3-0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991"
2064,Israel Albuquerque,,0-3-0,--,185 lbs.,--,Orthodox,--
2065,James Gabert,,6-4-0,--,178 lbs.,--,,--
2066,Kazuo Misaki,Hitman,24-11-2 (1 NC),"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976"
2067,Seth Petruzelli,The Silverback,14-6-0,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979"
2068,Junior Assuncao,,13-4-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981"
2069,Blagoy Ivanov,Baga,16-2-0 (1 NC),"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986"
2070,Brad Katona,Superman,9-0-0,"5' 6""",135 lbs.,"65""",Orthodox,"Dec 19, 1991"
2071,Augusto Montano,Dodger,15-3-0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984"
2072,Mark Holst,Boots,9-3-0,"6' 0""",155 lbs.,--,Orthodox,"Aug 14, 1985"
2073,Alex Serdyukov,The Russian Crusher,8-5-0,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980"
2074,Diego Brandao,DB,24-11-0,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987"
2075,Cyrillo Padilha,,3-3-0,"5' 11""",155 lbs.,--,,"Jan 23, 1978"
2076,Karla Benitez,,6-2-1 (1 NC),"5' 3""",113 lbs.,--,,--
2077,Mike Campbell,The Beast,9-4-0,"5' 9""",155 lbs.,--,Southpaw,--
2078,Adam Steele,,0-1-0,--,170 lbs.,--,,--
2079,Irene Aldana,,9-4-0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988"
2080,Devin Clark,Brown Bear,9-3-0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990"
2081,Dave Menne,The Warrior,44-16-2,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974"
2082,Joe Charles,The Ghetto Man,6-13-0,"6' 1""",260 lbs.,--,Southpaw,--
2083,Liam McGeary,,12-2-0,"6' 6""",205 lbs.,--,,"Oct 04, 1982"
2084,Angelo Antonio,,1-3-0,--,205 lbs.,--,Orthodox,--
2085,Ivan Serati,,12-4-0,"6' 0""",205 lbs.,--,Orthodox,--
2086,Ian Entwistle,Enty,9-3-0,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986"
2087,Joey Gomez,,7-1-0,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989"
2088,Jessica Eye,Evil,14-6-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986"
2089,Brandon Vera,The Truth,12-7-0 (1 NC),"6' 3""",230 lbs.,"76""",Orthodox,"Oct 10, 1977"
2090,Amar Suloev,,24-7-0,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976"
2091,Allen Crowder,Pretty Boy,10-3-0 (1 NC),"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989"
2092,Danny Downes,,8-3-0,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986"
2093,Cody McKenzie,,14-4-0,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987"
2094,Andy Murad,The Tooth Fairy,15-2-0,"5' 9""",185 lbs.,--,,--
2095,Callan Potter,The Rockstar,17-8-0,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 09, 1984"
2096,Josh Thomson,The Punk,21-8-0 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978"
2097,Cezar Ferreira,Mutante,14-7-0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985"
2098,Sean Loeffler,The Destroyer,25-5-0,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982"
2099,Myles Jury,Fury,17-4-0,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988"
2100,Justin Governale,The Therapist,5-5-0,--,145 lbs.,--,,--
2101,Kenichi Yamamoto,,5-10-2,"6' 0""",170 lbs.,--,Orthodox,"Jul 11, 1976"
2102,Justin Edwards,Fast Eddy,9-5-0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983"
2103,Royler Gracie,,5-5-1,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965"
2104,Hakeem Dawodu,Mean,9-1-1,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
2105,Bruno Carvalho,,6-2-0,"5' 8""",154 lbs.,--,,"Jun 07, 1982"
2106,Yoislandy Izquierdo,Cuba,6-2-0,"5' 11""",155 lbs.,--,Southpaw,"Jan 09, 1984"
2107,Justin Jones,Lazybones,9-2-0,"5' 11""",185 lbs.,"78""",Orthodox,"Sep 06, 1987"
2108,Mike Malott,The Main Attraction,5-1-1,"6' 0""",145 lbs.,--,,--
2109,Tatsuya Kawajiri,The Crusher,35-10-2,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978"
2110,Marcin Bandel,Bomba,13-4-0,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989"
2111,Antoni Hardonk,,8-6-0,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976"
2112,Eduardo Bustillos,,5-3-0,"5' 8""",135 lbs.,--,,"Jun 02, 1987"
2113,Chris Saunders,The So Cal Kid,9-3-0,"5' 8""",155 lbs.,--,,"Mar 11, 1986"
